         80388559 function calls (80327522 primitive calls) in 198.960 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   724440    0.134    0.000    0.196    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/base.py:229(__get__)
        1    0.196    0.196    0.196    0.196 {built-in method _pickle.dump}
      524    0.000    0.000    0.194    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:121(view)
    41348    0.104    0.000    0.193    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geographiclib/geodesic.py:404(_C3f)
    36828    0.045    0.000    0.192    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1278(is_bool_dtype)
   164806    0.147    0.000    0.190    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geographiclib/geomath.py:85(norm)
      514    0.001    0.000    0.185    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/concat.py:542(<listcomp>)
      714    0.003    0.000    0.184    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/concat.py:444(get_reindexed_values)
105600/105178    0.059    0.000    0.184    0.000 {built-in method builtins.all}
    40762    0.026    0.000    0.177    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geopy/point.py:474(from_point)
    20381    0.099    0.000    0.170    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geographiclib/geodesic.py:322(_A3coeff)
        9    0.000    0.000    0.166    0.018 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:4661(apply)
        9    0.001    0.000    0.166    0.018 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/apply.py:1090(apply)
   974384    0.166    0.000    0.166    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/base.py:23(__set__)
   101905    0.036    0.000    0.166    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geographiclib/geomath.py:146(AngNormalize)
        9    0.000    0.000    0.165    0.018 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/apply.py:1141(apply_standard)
        9    0.025    0.003    0.161    0.018 {pandas._libs.lib.map_infer}
   236373    0.144    0.000    0.161    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/utils/cell.py:193(coordinate_to_tuple)
1317982/1317960    0.154    0.000    0.157    0.000 {built-in method builtins.getattr}
        1    0.009    0.009    0.152    0.152 enrichissement.py:636(reorganisation)
    21829    0.061    0.000    0.148    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/apply.py:998(series_generator)
    51025    0.050    0.000    0.147    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:684(is_integer_dtype)
    20381    0.031    0.000    0.147    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geographiclib/geomath.py:159(AngDiff)
    188/5    0.001    0.000    0.133    0.027 <frozen importlib._bootstrap>:986(_find_and_load)
    188/5    0.001    0.000    0.133    0.027 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
        3    0.000    0.000    0.132    0.044 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/compat/_optional.py:90(import_optional_dependency)
    177/3    0.001    0.000    0.132    0.044 <frozen importlib._bootstrap>:650(_load_unlocked)
        3    0.000    0.000    0.132    0.044 /usr/lib/python3.8/importlib/__init__.py:109(import_module)
        3    0.000    0.000    0.132    0.044 <frozen importlib._bootstrap>:1002(_gcd_import)
    176/3    0.000    0.000    0.132    0.044 <frozen importlib._bootstrap_external>:842(exec_module)
    190/3    0.000    0.000    0.132    0.044 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
    176/3    0.000    0.000    0.132    0.044 {built-in method builtins.exec}
        1    0.000    0.000    0.132    0.132 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/__init__.py:4(<module>)
   101905    0.076    0.000    0.130    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geographiclib/geomath.py:135(remainder)
    84356    0.074    0.000    0.129    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1433(is_extension_array_dtype)
       17    0.000    0.000    0.128    0.008 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/frame.py:5443(rename)
       17    0.000    0.000    0.128    0.008 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:1043(_rename)
       15    0.000    0.000    0.127    0.008 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:494(to_native_types)
      435    0.001    0.000    0.125    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:538(to_native_types)
      722    0.002    0.000    0.125    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/algorithms.py:1480(take)
    85514    0.056    0.000    0.124    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:5975(_get_values_for_loc)
        1    0.000    0.000    0.122    0.122 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/__init__.py:4(<module>)
        1    0.000    0.000    0.122    0.122 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/workbook.py:3(<module>)
    33769    0.023    0.000    0.120    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1246(is_float_dtype)
      435    0.004    0.000    0.119    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2280(to_native_types)
    18563    0.076    0.000    0.114    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geographiclib/geodesic.py:483(_InverseStart)
      152    0.112    0.001    0.112    0.001 {pandas._libs.algos.take_2d_axis1_object_object}
1514/1309    0.009    0.000    0.111    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:342(__init__)
   244175    0.111    0.000    0.111    0.000 {method 'match' of 're.Pattern' objects}
       91    0.003    0.000    0.111    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/reshape/merge.py:1236(_maybe_coerce_merge_keys)
        1    0.002    0.002    0.108    0.108 enrichissement.py:498(get_df_enrichissement)
    32239    0.031    0.000    0.107    0.000 enrichissement.py:246(is_luhn_valid)
      541    0.004    0.000    0.106    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:71(concat_compat)
   236373    0.076    0.000    0.103    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/cell/read_only.py:14(__init__)
    61729    0.056    0.000    0.102    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geographiclib/geodesic.py:194(_A1m1f)
    86219    0.063    0.000    0.100    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:3755(get_loc)
     1317    0.004    0.000    0.098    0.000 /usr/lib/python3.8/zipfile.py:917(read)
    87261    0.080    0.000    0.096    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:5295(__contains__)
      579    0.095    0.000    0.095    0.000 {pandas._libs.algos.take_1d_object_object}
    99291    0.039    0.000    0.094    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/generic.py:45(_instancecheck)
     1315    0.007    0.000    0.093    0.000 /usr/lib/python3.8/zipfile.py:997(_read1)
   331182    0.069    0.000    0.090    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geopy/point.py:61(<genexpr>)
      650    0.006    0.000    0.090    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:709(_with_infer)
   132816    0.089    0.000    0.089    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:146(classes)
        1    0.000    0.000    0.089    0.089 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/worksheet/worksheet.py:3(<module>)
        1    0.000    0.000    0.084    0.084 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/strings/accessor.py:780(split)
 1308/858    0.016    0.000    0.083    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:431(__new__)
    86314    0.052    0.000    0.080    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexing.py:2656(check_deprecated_indexers)
     1831    0.003    0.000    0.075    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:641(na_value_for_dtype)
     2390    0.002    0.000    0.073    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:7318(ensure_index)
   779418    0.072    0.000    0.072    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geographiclib/geomath.py:37(sq)
       88    0.068    0.001    0.072    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/reshape/merge.py:2374(_get_join_keys)
       55    0.071    0.001    0.071    0.001 {pandas._libs.algos.take_2d_axis1_float64_float64}
    43166    0.040    0.000    0.070    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geographiclib/geodesic.py:244(_A2m1f)
   245695    0.054    0.000    0.070    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/base.py:49(_convert)
   450485    0.068    0.000    0.070    0.000 {built-in method builtins.min}
    74/72    0.000    0.000    0.070    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/ops/common.py:57(new_method)
    45196    0.032    0.000    0.068    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1556(get_dtype)
   203810    0.052    0.000    0.068    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geographiclib/geomath.py:208(isfinite)
      100    0.068    0.001    0.068    0.001 {pandas._libs.algos.take_2d_axis0_int64_int64}
      562    0.012    0.000    0.067    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:365(<setcomp>)
   966748    0.067    0.000    0.067    0.000 {method 'popleft' of 'collections.deque' objects}
       48    0.000    0.000    0.067    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:3894(_take_with_is_copy)
       43    0.000    0.000    0.066    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/frame.py:3829(_getitem_bool_array)
       48    0.000    0.000    0.065    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:3873(_take)
       15    0.065    0.004    0.065    0.004 {pandas._libs.missing.isnaobj2d}
   250979    0.063    0.000    0.063    0.000 {method 'clear' of 'xml.etree.ElementTree.Element' objects}
   519001    0.061    0.000    0.063    0.000 {built-in method builtins.hasattr}
    87054    0.034    0.000    0.061    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:708(_values)
      4/2    0.000    0.000    0.061    0.030 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:5362(replace)
      4/2    0.000    0.000    0.061    0.030 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:7088(replace)
      449    0.000    0.000    0.061    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arrays/numpy_.py:183(isna)
        2    0.000    0.000    0.060    0.030 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:474(replace_list)
        2    0.000    0.000    0.060    0.030 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:676(replace_list)
556634/546419    0.052    0.000    0.056    0.000 {built-in method builtins.len}
       52    0.009    0.000    0.056    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arrays/string_.py:489(_cmp_method)
   757853    0.055    0.000    0.055    0.000 {built-in method builtins.abs}
    15031    0.055    0.000    0.055    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arrays/string_.py:162(construct_array_type)
   567395    0.055    0.000    0.055    0.000 {method 'append' of 'list' objects}
       57    0.000    0.000    0.055    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arraylike.py:40(__eq__)
      188    0.004    0.000    0.054    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/reshape/concat.py:389(__init__)
     1315    0.054    0.000    0.054    0.000 {method 'decompress' of 'zlib.Decompress' objects}
    99295    0.041    0.000    0.054    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/generic.py:40(_check)
    86218    0.030    0.000    0.053    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:640(_info_axis)
        2    0.000    0.000    0.052    0.026 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:703(<listcomp>)
       50    0.000    0.000    0.052    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/array_algos/replace.py:45(compare_or_regex_search)
        1    0.000    0.000    0.052    0.052 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/strings/object_array.py:309(_str_split)
      352    0.003    0.000    0.051    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:3889(get_indexer)
       50    0.000    0.000    0.051    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/array_algos/replace.py:86(<lambda>)
   100/50    0.014    0.000    0.051    0.001 {built-in method _operator.eq}
   710083    0.051    0.000    0.051    0.000 {method 'get' of 'xml.etree.ElementTree.Element' objects}
       48    0.000    0.000    0.050    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:934(take)
   300101    0.050    0.000    0.050    0.000 {method 'replace' of 'str' objects}
   483083    0.050    0.000    0.050    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/sequence.py:26(<listcomp>)
        1    0.000    0.000    0.049    0.049 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/utils/__init__.py:4(<module>)
