         80388559 function calls (80327522 primitive calls) in 198.960 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2398    0.001    0.000    0.006    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:169(blknos)
     1783    0.001    0.000    0.006    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/concat.py:650(<genexpr>)
    36700    0.004    0.000    0.006    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/strings/accessor.py:292(cons_row)
       33    0.000    0.000    0.006    0.000 /usr/lib/python3.8/sre_parse.py:937(parse)
       10    0.000    0.000    0.006    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:6233(_cmp_method)
      569    0.000    0.000    0.006    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/_methods.py:42(_amin)
     2066    0.002    0.000    0.006    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/base.py:34(__init__)
        8    0.004    0.001    0.006    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:49(__init__)
     1193    0.006    0.000    0.006    0.000 {method 'read' of '_io.BufferedReader' objects}
     1249    0.001    0.000    0.006    0.000 <__array_function__ internals>:177(copyto)
      974    0.000    0.000    0.006    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/_methods.py:38(_amax)
    31336    0.004    0.000    0.006    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/base.py:138(<genexpr>)
        2    0.006    0.003    0.006    0.003 {pandas._libs.lib.to_object_array}
      401    0.003    0.000    0.006    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:882(_engine)
   116/33    0.000    0.000    0.006    0.000 /usr/lib/python3.8/sre_parse.py:435(_parse_sub)
      200    0.000    0.000    0.006    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/concat.py:625(<listcomp>)
     1809    0.004    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/concat.py:705(_combine_concat_plans)
     2556    0.004    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2118(get_block_type)
    20381    0.005    0.000    0.005    0.000 {built-in method math.atanh}
     8412    0.005    0.000    0.005    0.000 {built-in method _abc._abc_instancecheck}
   145/41    0.002    0.000    0.005    0.000 /usr/lib/python3.8/sre_parse.py:493(_parse)
        1    0.000    0.000    0.005    0.005 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/python_parser.py:982(_rows_to_cols)
      186    0.000    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/concat.py:246(_maybe_reindex_columns_na_proxy)
      562    0.001    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:367(<setcomp>)
    37741    0.005    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arrays/numpy_.py:118(dtype)
       19    0.000    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:1372(insert)
        6    0.000    0.000    0.005    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/ops/array_ops.py:136(_na_arithmetic_op)
        1    0.000    0.000    0.005    0.005 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/reshape/merge.py:836(_indicator_post_merge)
      176    0.005    0.000    0.005    0.000 {built-in method marshal.loads}
     2510    0.001    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/base.py:160(__set__)
        1    0.000    0.000    0.005    0.005 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/reshape/merge.py:808(_indicator_pre_merge)
     2360    0.005    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:236(make_block_same_class)
      187    0.002    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:1029(_verify_integrity)
      850    0.002    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:460(array_equivalent)
     3162    0.004    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:1333(__init__)
      284    0.001    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:4137(_check_setitem_copy)
      467    0.003    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1763(construct_1d_object_array_from_listlike)
        1    0.000    0.000    0.005    0.005 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chart/shapes.py:3(<module>)
     4375    0.001    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/base.py:56(<genexpr>)
     1625    0.003    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:691(_simple_new)
      456    0.001    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:1822(is_consolidated)
      352    0.001    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:4021(_check_indexing_method)
       10    0.000    0.000    0.005    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/ops/array_ops.py:231(comparison_op)
      180    0.001    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:221(_convert_slice_indexer)
     1708    0.001    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1725(validate_all_hashable)
       10    0.000    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/ops/array_ops.py:60(comp_method_OBJECT_ARRAY)
      104    0.000    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/nanops.py:496(nanany)
     1051    0.002    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexers/utils.py:430(check_array_indexer)
       10    0.004    0.000    0.004    0.000 {pandas._libs.ops.scalar_compare}
      394    0.000    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/concat.py:375(dtype)
       18    0.004    0.000    0.004    0.000 {built-in method io.open}
      355    0.002    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:2382(is_unique)
      534    0.001    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:463(is_interval_dtype)
      418    0.002    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:1830(_consolidate_check)
      406    0.001    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:821(_set_axis)
       37    0.000    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/api.py:230(_unique_indices)
      351    0.004    0.000    0.004    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
       12    0.000    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/common.py:645(get_handle)
     2062    0.003    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2248(extend_blocks)
    54106    0.004    0.000    0.004    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.004    0.004 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/alignment.py:3(<module>)
      394    0.002    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/concat.py:366(needs_filling)
     5994    0.003    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:325(is_hashable)
      260    0.001    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:1699(_is_label_reference)
    14333    0.004    0.000    0.004    0.000 /usr/lib/python3.8/codecs.py:331(getstate)
       19    0.000    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:6885(insert)
     1043    0.001    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:225(set_axis)
      177    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
      202    0.000    0.000    0.004    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:5277(<genexpr>)
      603    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:188(is_bool)
    20872    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
       27    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:6438(_transform_index)
       50    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:751(_replace_coerce)
        5    0.000    0.000    0.003    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:5712(isnull)
        5    0.000    0.000    0.003    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:7828(isnull)
        1    0.000    0.000    0.003    0.003 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/__init__.py:3(<module>)
      280    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:2396(_using_copy_on_write)
     1876    0.003    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:527(maybe_promote)
    20381    0.003    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/geopy/distance.py:389(kilometers)
     7077    0.002    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:926(__len__)
      190    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/api.py:316(<genexpr>)
        3    0.000    0.000    0.003    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:5725(notnull)
      752    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:5157(_get_engine_target)
        3    0.000    0.000    0.003    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:7895(notnull)
     1054    0.002    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:5345(__getitem__)
      534    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:1247(is_dtype)
      112    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/frame.py:1317(items)
        3    0.000    0.000    0.003    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:357(notna)
       50    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:555(replace)
      176    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1034(get_data)
      177    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
      717    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:266(is_dict_like)
      182    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:4216(_convert_slice_indexer)
       95    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/numerictypes.py:597(find_common_type)
        1    0.000    0.000    0.003    0.003 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chart/text.py:2(<module>)
        1    0.000    0.000    0.003    0.003 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/python_parser.py:323(_convert_data)
        1    0.000    0.000    0.003    0.003 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:519(_convert_to_ndarrays)
     2507    0.003    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/flags.py:49(__init__)
       52    0.001    0.000    0.003    0.000 {built-in method _warnings.warn}
        2    0.000    0.000    0.003    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:681(_infer_types)
      101    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:5592(identical)
      603    0.002    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:430(is_inferred_bool_dtype)
       88    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(prod)
     4049    0.003    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/construction.py:461(ensure_wrapped_if_datetimelike)
      650    0.002    0.000    0.003    0.000 /usr/lib/python3.8/warnings.py:181(_add_filter)
        3    0.000    0.000    0.003    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/computation/expressions.py:225(evaluate)
        3    0.000    0.000    0.003    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/computation/expressions.py:64(_evaluate_standard)
    54124    0.003    0.000    0.003    0.000 {built-in method builtins.chr}
        2    0.003    0.001    0.003    0.001 {pandas._libs.parsers.sanitize_objects}
     2461    0.002    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:611(name)
       99    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/range.py:118(__new__)
      944    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2264(ensure_block_shape)
       51    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/util/_exceptions.py:28(find_stack_level)
     1145    0.002    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/_config/config.py:597(_get_root)
       66    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/fonts.py:69(__init__)
     2407    0.002    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/base.py:18(__init__)
      251    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(argsort)
        3    0.000    0.000    0.003    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:2302(_consolidate_with_refs)
    20381    0.003    0.000    0.003    0.000 {built-in method math.degrees}
       33    0.000    0.000    0.003    0.000 /usr/lib/python3.8/sre_compile.py:598(_code)
      520    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:1726(<genexpr>)
        1    0.000    0.000    0.003    0.003 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/reader/workbook.py:3(<module>)
      185    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/_asarray.py:22(require)
      831    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/numerictypes.py:356(issubdtype)
       95    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:6845(delete)
      299    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1589(find_common_type)
        1    0.000    0.000    0.003    0.003 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/_writer.py:3(<module>)
      649    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/descriptors/base.py:102(__set__)
      744    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/construction.py:861(is_empty_data)
      352    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:354(cache_from_source)
     1061    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2184(check_ndim)
      383    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:564(_array_equivalent_object)
     1043    0.001    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/base.py:58(_validate_set_axis)
      190    0.002    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/numerictypes.py:573(_can_coerce_all)
        6    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:6097(_get_indexer_strict)
        1    0.000    0.000    0.003    0.003 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/workbook/defined_name.py:3(<module>)
     1738    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
       88    0.000    0.000    0.003    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2927(prod)
     1869    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/flags.py:85(allows_duplicate_labels)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/frame.py:3986(_setitem_array)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/construction.py:496(nested_data_to_arrays)
     2209    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1154(needs_i8_conversion)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/construction.py:790(to_arrays)
       13    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1596(get_values)
      769    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:596(dtype)
      359    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:1836(<listcomp>)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/pivot/table.py:3(<module>)
      161    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:2314(is_monotonic_increasing)
     2616    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1487(is_ea_or_datetimelike_dtype)
    14794    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/base.py:340(_is_boolean)
       43    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/array_algos/putmask.py:23(putmask_inplace)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/strings/accessor.py:138(wrapper)
     1141    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/_config/config.py:650(_warn_if_deprecated)
      110    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/nanops.py:261(_get_values)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/packaging/workbook.py:3(<module>)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/stylesheet.py:188(apply_stylesheet)
     2767    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
       47    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/array_algos/take.py:350(wrapper)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/reader/drawings.py:5(<module>)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/construction.py:879(_list_to_arrays)
       57    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/array_algos/putmask.py:112(extract_bool_array)
        2    0.000    0.000    0.002    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:714(<listcomp>)
       43    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arrays/string_.py:386(__setitem__)
      219    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:1997(__contains__)
   310/33    0.001    0.000    0.002    0.000 /usr/lib/python3.8/sre_compile.py:71(_compile)
     2100    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/array_algos/take.py:326(_get_take_nd_function)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/packaging/manifest.py:3(<module>)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/strings/object_array.py:390(_str_isdigit)
      251    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1012(argsort)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/reader/excel.py:147(read_workbook)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/drawing/text.py:4(<module>)
      443    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:7497(unpack_nested_dtype)
       50    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arrays/masked.py:336(to_numpy)
      200    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexes/base.py:2753(_is_all_dates)
     1692    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/_dtype.py:330(_name_includes_bit_suffix)
       55    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexing.py:2522(check_bool_indexer)
        4    0.000    0.000    0.002    0.001 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/arrays/string_.py:380(_values_for_factorize)
      665    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
       52    0.000    0.000    0.002    0.000 /usr/lib/python3.8/warnings.py:96(_showwarnmsg)
      105    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/generic.py:3748(_maybe_update_cacher)
      514    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:1267(_set_as_cached)
       22    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/series.py:3194(_construct_result)
       51    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/indexers/utils.py:243(maybe_convert_indices)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/frame.py:9803(join)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/frame.py:9976(_join_compat)
     4122    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/blocks.py:500(dtype)
      226    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/styles/colors.py:80(__init__)
      148    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:1324(_iset_single)
       52    0.000    0.000    0.002    0.000 /usr/lib/python3.8/warnings.py:20(_showwarnmsg_impl)
      188    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/reshape/concat.py:476(<listcomp>)
      130    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/internals/managers.py:640(<listcomp>)
      352    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:376(cached)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chartsheet/__init__.py:3(<module>)
       98    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:327(_maybe_dedup_names)
     3416    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1744(<genexpr>)
       15    0.000    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/io/formats/csvs.py:312(<listcomp>)
     2286    0.002    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/_config/config.py:611(_get_deprecated_option)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/chart/chartspace.py:4(<module>)
        1    0.000    0.000    0.002    0.002 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/openpyxl/reader/excel.py:203(read_worksheets)
      286    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:32(seterr)
      678    0.002    0.000    0.002    0.000 {built-in method posix.stat}
      541    0.001    0.000    0.002    0.000 /home/gaspard/Documents/env/augmente/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:108(<setcomp>)
